,True_index,pred_sales
0,7,21.639291411522194
1,19,4507.2992938011885
2,31,5750.191550874596
3,45,2847.1789883131864
4,56,3144.237973601369
5,57,4616.117879358028
6,61,5731.444089630847
7,63,7223.366916691636
8,79,4507.2992938011885
9,81,9918.442331018141
10,84,3071.603518778132
11,86,7110.256114894334
12,90,4638.345895641294
13,96,5749.273415145614
14,105,21.639291411522194
15,108,5741.908238546123
16,124,15107.531402301574
17,126,5732.161620305771
18,133,7278.284165348025
19,146,5747.626928225238
20,151,20.02848903352153
21,160,7445.825084825039
22,164,7497.890052031902
23,167,10185.613466758863
24,190,21.639291411522194
25,194,7226.009031959838
26,206,10686.149740172294
27,214,21.639291411522194
28,217,9735.340493772615
29,220,10027.423209086885
30,221,7686.514818127338
31,225,7073.165050617029
32,226,4585.508763077993
33,232,7586.214788727719
34,250,5717.676243208726
35,264,5739.047959437563
36,269,6841.614619002242
37,271,6193.519385706629
38,280,7509.314146000879
39,281,21.639291411522194
40,284,3416.7162203082917
41,302,7550.64712473373
42,323,5724.703900721919
43,327,21.639291411522194
44,336,4664.7831842466185
45,351,4375.185101998653
46,377,6209.157107842354
47,382,4485.108628452751
48,388,7395.22001320701
49,392,21.639291411522194
50,402,21.639291411522194
51,408,7265.222692939189
52,427,7291.963262889482
53,466,21.639291411522194
54,469,21.639291411522194
55,472,21.639291411522194
56,477,21.639291411522194
57,508,4975.255691083637
58,513,10133.856905502631
59,516,7043.051775813403
60,530,4507.2992938011885
61,558,2864.0791566440234
62,576,14407.909863831703
63,588,7694.0697379091935
64,595,7193.990108183549
65,600,4617.288506615326
66,601,10095.145429935623
67,609,4689.2054194403945
68,612,5711.373786614917
69,615,7237.306460342555
70,625,5719.421622521602
71,632,21.639291411522194
72,645,4557.698377686312
73,666,6198.921580382068
74,668,7277.637064341001
75,672,10058.479270617578
76,699,15643.651523807805
77,717,5750.160782976267
78,737,4754.984173210472
79,744,7704.7692337467515
80,747,16788.12671868209
81,764,7289.724060917393
82,775,7385.044788677012
83,788,21.639291411522194
84,795,7778.951747131832
85,802,10134.205005468086
86,811,10041.85551904985
87,840,10028.340690539082
88,849,10456.359706195177
89,859,7387.202067512156
90,871,21.639291411522194
91,872,14686.195683245005
92,881,4533.9563702805535
93,883,7451.231274379704
94,890,4602.388365616441
95,896,7403.868068851186
96,902,25.589884012569744
97,905,10126.161056041963
98,921,9796.323005695185
99,967,10022.802807102029
100,973,5750.160782976267
101,1001,4520.361116482913
102,1016,21.639291411522194
103,1021,10187.970234061293
104,1026,4627.162124768713
105,1030,7318.174699568261
106,1044,5763.837026640417
107,1063,9995.495183641548
108,1067,7680.9738130412115
109,1075,7681.418648229984
110,1086,21.639291411522194
111,1097,4602.057726982461
112,1117,14583.064641980507
113,1122,4589.736691740726
114,1125,7555.713441155108
115,1129,4736.163331236261
116,1141,5719.421622521602
117,1149,21.639291411522194
118,1151,4524.841613861615
119,1159,7242.864000609228
120,1173,7213.893293468299
121,1184,21.639291411522194
122,1193,5742.411547819929
123,1241,4890.600790928538
124,1249,21.639291411522194
125,1250,7360.4024747736385
126,1261,21.639291411522194
127,1273,7133.885739030521
128,1282,25.589884012569744
129,1296,7328.657158578916
130,1309,2521.226062639536
131,1332,4676.321533240483
132,1336,7349.270193611626
133,1357,4834.9331239123
134,1372,7159.178929780236
135,1374,6218.105937104804
136,1378,10185.613466758863
137,1379,4622.9682400744205
138,1384,9948.501345143395
139,1394,5773.8455251351415
140,1398,2785.757027542696
141,1399,4620.072804875833
142,1403,7446.265746969592
143,1409,10006.708345396773
144,1424,4568.911966497326
145,1430,7226.349293272701
146,1432,4595.778277202085
147,1448,5761.1683412472075
148,1451,10405.063514528903
149,1452,7428.584228523402
150,1467,21.639291411522194
151,1470,4714.526234875235
152,1481,9999.76133971303
153,1523,2994.2020240056113
154,1527,4722.51785547044
155,1546,4676.321533240483
156,1547,11290.940823901707
157,1567,3416.7162203082917
158,1592,10025.249019162302
159,1597,10839.61604026351
160,1601,21.639291411522194
161,1603,10073.306256227726
162,1640,5752.886427410697
163,1646,21.639291411522194
164,1651,21.639291411522194
165,1652,10376.36504834258
166,1670,21.639291411522194
167,1677,25.589884012569744
168,1691,5758.090489996087
169,1704,2203.261625937442
170,1707,10266.285651265916
171,1718,4733.446039160146
172,1721,5744.423923702943
173,1733,21.639291411522194
174,1737,7609.355749612428
175,1748,4433.279856275708
176,1776,4814.80794183421
177,1804,7340.74049023958
178,1821,10226.774275288893
179,1839,4557.698377686312
180,1845,7060.206787815028
181,1853,5779.687788462576
182,1888,4409.477688455505
183,1895,5739.935327268216
184,1899,7261.743909124756
185,1923,3230.1699038351294
186,1934,10041.0500892574
187,1937,10273.242333777462
188,1940,5723.9894147484565
189,1953,21.639291411522194
190,1968,4437.780962919787
191,1975,25.589884012569744
192,1981,7373.258902620988
193,1984,5724.703900721919
194,1997,10505.482576946291
195,2024,10333.454113816624
196,2032,10085.910128366268
197,2036,14211.882058019448
198,2051,4290.0097961883985
199,2061,21.639291411522194
200,2082,5721.054296787303
201,2093,21.639291411522194
202,2096,7166.97553852225
203,2107,5758.623286684021
204,2115,5756.861293355741
205,2117,4486.719430830752
206,2137,2847.1789883131864
207,2156,7549.594778352262
208,2160,21.639291411522194
209,2186,7615.976068940468
210,2188,7182.401810580769
211,2204,7473.276724627386
212,2217,5741.0993224497
213,2224,4505.688491423188
214,2228,10989.00154702813
215,2233,10599.01387617568
216,2246,3375.6986768643897
217,2254,10440.243312722001
218,2275,7380.279090912083
219,2281,7087.8597035716375
220,2287,10791.758551493393
221,2300,7491.830579359652
222,2305,10217.96996467157
223,2306,4617.699867417909
224,2313,4160.93156171183
225,2315,5763.837026640417
226,2320,4386.66018483218
227,2322,4951.941110775357
228,2324,4636.961278866588
229,2328,10172.606917401192
230,2335,6215.92817602954
231,2340,3143.8596053056085
232,2352,21.639291411522194
233,2381,7197.895306034941
234,2383,5722.254735713107
235,2408,4386.055269149847
236,2422,5767.668752824819
237,2424,4556.201488715772
238,2425,21.639291411522194
239,2428,4524.841613861615
240,2435,4616.548014718682
241,2456,7598.056911142552
242,2471,21.639291411522194
243,2474,4736.333713859154
244,2493,4416.873983459191
245,2495,7552.052791128772
246,2501,21.639291411522194
247,2511,3154.2025191728662
248,2519,3164.15154554982
249,2522,7193.754535349918
250,2526,5759.342912087695
251,2527,10399.87959838304
252,2539,7449.437392286809
253,2550,7625.331981579628
254,2562,21.639291411522194
255,2572,7348.311514677724
256,2573,7042.064323998152
257,2576,7486.540138645131
258,2579,4268.954095578803
